	Domain	Supergroup	Kingdom	Phylum	Order	Class	Family	Genus
ASV03809	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV03853	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV03860	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV03921	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV03966	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV03996	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04021	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04024	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04042	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04075	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04109	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04125	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04167	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04174	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04199	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04205	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04225	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04227	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04235	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04244	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04296	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04359	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04371	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04388	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04394	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04417	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04440	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04445	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04449	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04450	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04480	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04485	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04573	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04578	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04623	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04635	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04725	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04734	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04753	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04756	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04765	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04789	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04792	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04831	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04841	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04858	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04921	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04940	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV04955	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV05021	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV05025	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV05030	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV05033	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV05189	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV05210	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV05234	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV05312	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV05324	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV05353	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV05374	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV05394	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV05419	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV05437	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV05474	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV05503	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV05534	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV05617	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV05626	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV05640	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV05644	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV05720	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV05722	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV05795	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV05817	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV05823	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV05857	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV05883	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV05924	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV05942	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV05962	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV05975	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06062	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06111	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06129	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06131	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06132	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06143	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06156	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06183	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06211	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06236	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06244	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06256	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06258	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06275	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06295	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06314	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06363	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06406	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06427	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06449	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06508	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06514	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06515	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06522	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06555	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06563	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06565	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06576	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06605	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06680	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06713	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06747	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06768	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06809	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06861	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06875	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06888	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
ASV06899	Eukaryota	Alveolata	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified
